Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
36,2007-11-27,46.13479232788086,48.10689590839196,45.65341460431789,48.10689590839196,20573198
37,2007-11-28,45.451541900634766,47.36153451338943,45.1409745440684,47.144135678857225,16435311
38,2007-11-29,44.22480010986328,46.833564870265114,43.6502497000968,46.58511268826077,25530967
39,2007-11-30,45.93292999267578,46.212439808614235,44.411150583819854,45.032285380278594,18437721
40,2007-12-03,46.58511734008789,47.159667807226974,46.13479297635576,46.49194460327807,16851227
41,2007-12-04,45.979515075683594,47.283899856324545,45.637890089102385,46.89569060165045,14008727
42,2007-12-05,47.81186294555664,47.982677548698064,45.963989380892855,46.057157919086286,27725290
43,2007-12-06,46.9267463684082,49.582095882679894,46.3211382696179,48.852261669669474,24104710
44,2007-12-07,46.72486877441406,47.88949635828244,45.88633944143243,47.221777385999104,11742386
45,2007-12-10,46.771453857421875,47.34600005394628,46.16584587277193,47.17518970562914,8330010
46,2007-12-11,46.5540657043457,47.45471033444876,46.32114015109457,47.19072719829614,11685950
47,2007-12-12,46.52299880981445,46.94226556421779,45.653411936661655,45.963979278836106,16342131
48,2007-12-13,45.74658203125,47.20625027471993,45.57577167210193,46.58511556896069,14620172
49,2007-12-14,45.2962646484375,46.01057219728108,45.06333909796806,45.591305363968104,10991851
50,2007-12-17,42.56325912475586,45.808689072401684,41.92659363672532,45.56023270670492,19355678
51,2007-12-18,42.37691879272461,43.78999834273351,41.057007749095256,42.08187816862494,21607783
52,2007-12-19,41.600494384765625,44.11609002102756,41.243342879966136,43.743407625900595,19526912
53,2007-12-20,41.181243896484375,42.48562857872957,40.9949026258294,42.14400361791871,17105204
54,2007-12-24,42.43904113769531,43.10676011292053,41.46075059306416,41.80237552830525,16711519
55,2007-12-26,43.727901458740234,44.25586773075944,42.67197312704182,42.67197312704182,20930094
56,2007-12-27,44.03845977783203,45.24967156174239,43.66577728478001,44.62853688154845,44565277
57,2007-12-28,44.380069732666016,44.5664109163713,43.479421380146796,43.94527223324113,18354518
58,2007-12-31,44.7061767578125,44.97015982779658,44.162683936455444,44.72170765154036,11982308
59,2008-01-01,45.52918243408203,45.948449195890696,44.51983855418748,44.939105315996144,16687746
60,2008-01-02,45.280731201171875,45.870808331771705,44.613012232010504,45.52918339963307,13437280
61,2008-01-03,47.144126892089844,47.330468113767076,44.457720600953586,45.00121337364803,31815218
62,2008-01-04,46.89567565917969,48.44851218309239,46.58510835439714,47.82737757352731,28011310
63,2008-01-07,46.507469177246094,47.57892391237225,46.01056061882261,46.60063768905223,15858063
64,2008-01-08,44.923580169677734,47.20625109549982,44.380087292688636,46.55405880064503,13282666
65,2008-01-09,44.209266662597656,45.172026183856445,44.100567259621236,44.97015827109383,13113527
66,2008-01-10,43.15333938598633,45.65340884879666,42.85829874594063,44.41113956412237,18023003
67,2008-01-11,43.805545806884766,44.22481266887767,42.081894088100675,43.74343063757461,11629440
68,2008-01-14,44.47325134277344,44.939102333344245,43.18439777799532,43.88317426385154,10264240
69,2008-01-15,43.12228775024414,45.373901138810616,42.7651361241808,45.18756409031807,11558334
70,2008-01-16,42.2371711730957,43.16887329254607,41.165716263131536,42.81172165589134,14834065
71,2008-01-17,43.370750427246094,44.3335102368559,41.49181507687179,42.39245971979448,16169395
72,2008-01-18,41.352054595947266,43.060175027097735,40.99489877228983,43.013586554558565,13254156
73,2008-01-21,34.31770324707031,40.99490178717356,29.892116061994873,40.99490178717356,33202389
74,2008-01-22,30.870403289794922,32.60958135522528,24.51929906743368,30.932516340809638,58755707
75,2008-01-23,34.31770324707031,35.63761458639305,31.367313194466554,31.367313194466554,28425991
76,2008-01-24,34.39534378051758,36.8332984157018,32.76486512933787,36.16557942959133,29911930
77,2008-01-25,36.16557693481445,36.33638728726703,34.70590874856113,36.02581994656114,12550722
78,2008-01-28,36.55378341674805,36.83329316031614,32.764860454437446,35.66866571850004,13601109
79,2008-01-29,35.948177337646484,37.174919991966334,35.40468450310916,36.64695383919446,7679877
80,2008-01-30,33.96055221557617,36.181108136540026,33.510227830363924,36.02582444678956,9016102
81,2008-01-31,31.739992141723633,34.41087227567094,31.367311731588348,34.31770164659469,41538563
82,2008-02-01,32.8425178527832,33.07544345156407,31.988457323920045,32.283495994475054,9089201
83,2008-02-04,34.53510284423828,34.93884088501391,33.4636457366887,33.4636457366887,12009385
84,2008-02-05,35.6065559387207,36.072406985687685,33.8518511709463,34.59721200362557,14593303
85,2008-02-06,35.295982360839844,35.7152490717735,33.32388120620181,34.628263486861876,12429218
86,2008-02-07,33.634464263916016,36.0103065612997,33.417067466381845,34.81462101560624,11300078
87,2008-02-08,32.764862060546875,34.13135748346127,32.15925407618051,33.851847726191814,13514197
88,2008-02-11,30.45113182067871,33.230710960732864,30.1250357203527,33.230710960732864,15133331
89,2008-02-12,29.90764045715332,31.56917650614395,29.659186173261805,31.36730858520243,10237627
90,2008-02-13,29.472848892211914,30.823815591613464,28.86724298515814,30.43560640681366,10395753
91,2008-02-14,32.0505485534668,32.37664459076189,30.125029897502998,30.125029897502998,12514003
92,2008-02-15,32.96672821044922,33.23071127179596,31.07226673837938,31.926326858281953,12080990
93,2008-02-18,32.780391693115234,33.71209588227989,32.50088191068463,33.71209588227989,6977153
94,2008-02-19,32.42324447631836,33.44811732811319,32.17479013252416,33.37047547731313,7226542
95,2008-02-20,31.61575698852539,32.12819428278188,31.258605446060855,32.11266549698576,5604999
96,2008-02-21,31.833166122436523,32.37665905873969,31.444956882219977,32.12820472376711,3874365
97,2008-02-22,31.429405212402344,31.63127302789769,30.45111737549744,30.777213321132407,2691220
98,2008-02-25,31.693405151367188,32.08161434308233,30.932515556839437,31.80210456751529,6270186
99,2008-02-26,31.817625045776367,32.26794716930959,31.662341409649798,31.988437466749414,7139423
100,2008-02-27,33.68103790283203,35.34257200069519,32.28348479497364,32.28348479497364,43223132
101,2008-02-28,34.628273010253906,34.892256138800256,33.541287126401805,34.00713821948128,35763847
102,2008-02-29,34.13136291503906,35.09412264314636,33.57234331153919,34.41087482295885,16477462
103,2008-03-03,32.70275115966797,33.78973907276784,32.33007073281162,32.64063810622021,10049153
104,2008-03-04,31.86422348022461,33.044380061430715,31.056749476577316,32.92015393969114,11485198
105,2008-03-05,32.454288482666016,32.60957211930711,31.08779121652288,32.01949303636947,8581053
106,2008-03-07,30.792760848999023,31.98844600893673,29.503905061271286,31.98844600893673,14251925
107,2008-03-10,30.683513641357422,30.902012249597995,28.91991516153265,30.83958437822138,11713659
108,2008-03-11,33.21185302734375,33.5239944315421,29.715869723691153,30.433793259871848,19665129
109,2008-03-12,32.369075775146484,34.335567295006854,32.05693433125896,34.11706870765451,12262350
110,2008-03-13,27.921058654785156,31.83843639602317,27.15631252496607,31.526294945742343,47000084
111,2008-03-14,29.840728759765625,29.96558448860307,28.12395084560541,28.70141123753435,35798540
112,2008-03-17,28.67019271850586,29.2788679812166,28.06151745579512,29.2788679812166,19211273
113,2008-03-18,28.9199161529541,29.481771248294617,28.15516782262803,28.62338004927097,12632937
114,2008-03-19,29.091588973999023,32.400286822539215,28.904303271488747,30.27772470041569,16449023
115,2008-03-24,29.372516632080078,30.184085220906148,28.73262625821852,30.184085220906148,11636914
116,2008-03-25,30.480621337890625,30.66790494469467,29.591017325825927,30.13726488348273,13232423
117,2008-03-26,30.2933406829834,31.026874087025263,29.96559167018075,30.277733183927058,11448313
118,2008-03-27,30.839584350585938,31.13612044383761,29.840732058920658,29.840732058920658,17425122
119,2008-03-28,30.902008056640625,31.136116247016297,30.090441605172835,30.980043414484328,11599511
120,2008-03-31,30.683513641357422,31.04247760625143,30.277729302142166,30.902012249597995,9914705
121,2008-04-01,30.745941162109375,31.18294049045185,30.355764324399033,30.90201189719351,6034588
122,2008-04-02,31.245361328125,32.15057265796665,30.902004941487764,30.902004941487764,6087024
123,2008-04-03,30.99565315246582,31.463865333410876,30.74593956592618,31.323402102496303,3883474
124,2008-04-04,30.839584350585938,31.19854831515828,30.246516397772293,31.19854831515828,5906537
125,2008-04-07,30.71471405029297,31.026855375797595,30.355750255856346,30.886392202689283,4088729
126,2008-04-08,29.934375762939453,30.730336965900296,29.715877148773416,30.667906975985794,5753811
127,2008-04-09,30.01241111755371,30.277730107169862,29.669054640585866,30.02801861502405,3776374
128,2008-04-10,30.605470657348633,30.823969211220085,29.85633215354814,29.96558037206171,7075297
129,2008-04-11,30.745941162109375,31.058082632277646,30.4337996919411,30.90201189719351,4012660
130,2008-04-15,31.214147567749023,31.370218263250884,30.028009858566033,30.5586497999035,6362785
131,2008-04-16,30.792760848999023,31.74479266969682,30.667903002193377,31.526294083842725,4725794
132,2008-04-17,31.978891372680664,32.71242232143588,30.917609445497675,31.260965798936553,14831167
133,2008-04-21,32.49392318725586,33.05577806578294,32.15056895698783,32.46271032096464,7639361
134,2008-04-22,33.02457046508789,33.39914187906849,32.15057614405203,32.462717577806146,8814769
135,2008-04-23,33.0557975769043,33.4459745121765,32.61880025613757,33.08701257846422,5265604
136,2008-04-24,31.885250091552734,33.461564508833604,31.604323691850663,33.399136655215834,8801780
137,2008-04-25,32.15057373046875,32.60317835206571,31.71357448591232,32.462715140790024,4095990
138,2008-04-28,32.275428771972656,32.899711579541965,32.150573057196546,32.18178592746839,4708244
139,2008-04-29,32.7280387878418,33.04018024316435,32.30664909326318,32.462719820924455,6497143
140,2008-04-30,32.94654083251953,33.367932688060264,32.77486470759436,33.05579120005822,6331377
141,2008-05-02,33.243072509765625,34.17949684898779,33.180642527008416,33.44596360319256,5658418
142,2008-05-05,33.08700180053711,33.86735541688518,32.86850109448392,33.68006970222378,7642293
143,2008-05-06,32.80607604980469,33.46157399064651,32.618792435881915,32.8216835468428,5061166
144,2008-05-07,32.33786392211914,32.993361864631,31.838438833541158,32.77486325607533,4303106
145,2008-05-08,31.94767951965332,32.275428413354405,31.760395949570096,32.08814272642683,3642073
146,2008-05-09,31.760393142700195,32.587566933698234,31.276573591599163,31.52628711315236,8621761
147,2008-05-12,31.760393142700195,31.994499172248037,31.05807293721252,31.7603931427002,4890395
148,2008-05-13,31.854042053222656,32.08814814297758,31.588723088273905,31.900864541280466,5056766
149,2008-05-14,31.900861740112305,32.072539947560045,31.21415102716588,31.21415102716588,2982486
150,2008-05-15,31.91646957397461,32.275431370489464,31.21415135891503,31.21415135891503,2646760
151,2008-05-16,32.16618347167969,32.25982633085002,31.776006655840575,32.15057809252189,4422288
152,2008-05-20,32.10374450683594,32.228602314850214,31.77599567145893,31.838425633888054,3464912
153,2008-05-21,32.30665588378906,32.77486816518629,31.37023132099462,31.37023132099462,3419088
154,2008-05-22,31.869646072387695,32.025716781864276,31.52629178164592,31.52629178164592,3558000
155,2008-05-23,31.33899688720703,32.1193502055977,31.214141203002065,31.682353194036466,4417028
156,2008-05-26,31.104900360107422,31.292186060269007,29.653441475966375,29.653441475966375,2605807
157,2008-05-27,30.168474197387695,31.495075159117434,30.0280109895146,31.151718769343756,3316550
158,2008-05-28,31.276578903198242,31.46386248853577,29.74708464696352,30.27772464735331,4505700
159,2008-05-29,31.7916202545166,32.150584264101624,30.870803215746523,31.60433661706995,11026212
160,2008-05-30,30.77716064453125,31.99451382583818,30.652304884992393,31.86965594945419,4023430
161,2008-06-02,29.46615982055664,31.21415274695053,29.02916053053585,30.58986774451445,4431595
162,2008-06-03,28.373653411865234,29.34129022704835,28.108332444967726,29.029148909213063,6240766
163,2008-06-04,27.499671936035156,28.545344637265934,27.327993696476394,28.248810650852576,5762089
164,2008-06-05,27.452838897705078,27.655732054461364,26.532022297047774,27.468446389277734,9721099
165,2008-06-06,27.15631675720215,28.29563449839347,26.76613988354314,27.312387506665754,6317089
166,2008-06-09,26.781736373901367,27.437234098960705,25.595598742140922,26.84416422465841,6500809
167,2008-06-10,26.594459533691406,26.812960259145783,25.985784082263127,26.532031662209373,6717902
168,2008-06-11,26.719308853149414,27.156305930690145,26.532023181721,26.844164556205573,2586175
169,2008-06-12,26.90660285949707,27.06267360736442,25.595609000780332,26.37596274011708,3244212
170,2008-06-13,26.73491859436035,27.12509534529031,26.453990063584172,26.859774307920198,4248430
171,2008-06-16,27.671350479125977,28.09274021701623,26.875389262873348,26.96903213246394,4354615
172,2008-06-17,28.498517990112305,28.717016557448204,27.187524469252477,28.061520855440513,4736084
173,2008-06-18,28.467308044433594,29.09159310244658,28.404880173685743,28.404880173685743,5055019
174,2008-06-19,27.85862922668457,28.40487673406008,27.40602457251378,27.905451711709212,4221271
175,2008-06-20,27.218740463256836,28.201987304334857,26.85977864122745,28.092736949711288,3837789
176,2008-06-23,26.26671028137207,27.09388644940618,26.001391301200425,27.000243584762437,4516050
177,2008-06-24,25.45513916015625,26.656884454313744,25.18981811074139,26.26670556882653,5238203
178,2008-06-25,24.752826690673828,25.267859297437372,24.190971590757727,24.971325308184273,3933879
179,2008-06-26,26.15745735168457,27.281167292455958,24.89328419752787,24.89328419752787,18253250
180,2008-06-27,25.002525329589844,25.845308604497436,24.862062156053195,25.28345379350699,6821283
181,2008-06-30,24.50310707092285,25.221032738328628,23.800788897408502,24.986926680490512,4596315
182,2008-07-01,22.770729064941406,24.503114867538006,21.89673241421433,24.503114867538006,6202295
183,2008-07-02,23.769580841064453,24.019294465612894,22.052802582955845,22.786335958158446,5245963
184,2008-07-03,23.145294189453125,23.769577093988712,22.47419091381525,23.566685996752526,4726793
185,2008-07-04,23.457433700561523,23.910038345526754,22.630259767240396,22.786330480459064,4862814
186,2008-07-07,23.972469329833984,24.940108724561536,23.769578222961176,23.769578222961176,5528014
187,2008-07-08,24.67479133605957,25.283466812705814,22.16204982398791,22.16204982398791,8354280
188,2008-07-09,26.39156150817871,26.50080972544052,25.002530618162382,25.002530618162382,6860769
189,2008-07-10,27.546485900878906,27.874234806149918,25.658029938931083,26.391563102306954,7216175
190,2008-07-11,26.23549461364746,28.155163608842162,26.032601409027503,27.811809297465054,6040791
191,2008-07-14,26.251100540161133,27.18752698969546,25.595604777385148,25.595604777385148,5942149
192,2008-07-15,25.158605575561523,25.876531323233298,24.97132197845888,25.595604869157004,3693378
193,2008-07-16,24.471891403198242,25.59560129633714,24.050499664060066,25.158602063741185,6973872
194,2008-07-17,25.7204647064209,25.90775045026538,24.971325964732955,24.971325964732955,5038238
195,2008-07-18,27.15631675720215,27.374815383082193,25.42393101478714,26.1886772637898,5983177
196,2008-07-21,28.68580436706543,28.857482572921093,27.171917620217048,27.624522259767804,8754188
197,2008-07-22,29.856338500976562,30.12165747392548,28.436094423603155,28.68580801690696,12631056
198,2008-07-23,31.96328353881836,32.5875662715953,30.621075239979103,31.182930122847175,12798869
199,2008-07-24,30.839584350585938,32.556362454551056,28.91991513561743,28.91991513561743,10764301
200,2008-07-25,30.902008056640625,31.90086233051569,29.73147768898506,30.511831267422103,10710381
201,2008-07-28,30.652297973632812,31.510686948240387,30.308941537051922,30.902009436406566,5533881
202,2008-07-29,29.419334411621094,30.43379399993447,29.185228352779546,29.965581882251374,5145929
203,2008-07-30,30.652297973632812,30.902009436406566,29.684658646428236,29.684658646428236,7354746
204,2008-07-31,29.575403213500977,31.182932650829564,29.185226473883983,31.182932650829564,6006517
205,2008-08-01,30.43379783630371,30.558655686864963,28.092736952782968,29.107196668975288,4699412
206,2008-08-04,30.62108039855957,31.182935376080543,29.82511935680856,29.82511935680856,4301346
207,2008-08-05,31.9945068359375,32.2286129215611,30.43379748160216,30.745938929100294,9161115
208,2008-08-06,31.182937622070312,33.133821631168765,30.964439036420213,33.133821631168765,8616591
209,2008-08-07,31.104900360107422,31.80721856044662,30.13726110401339,30.13726110401339,4809365
210,2008-08-08,30.574256896972656,31.33900287166162,30.465006564798124,30.745932966326556,4883824
211,2008-08-11,30.85519027709961,31.30779496719298,30.621084183929447,30.964440633983582,2714705
212,2008-08-12,30.324552536010742,31.214156604661227,30.090446424981128,31.05808374712992,5801276
213,2008-08-13,30.449405670166016,30.74593962866739,29.731479901216293,29.96558599216655,2754609
214,2008-08-14,29.715871810913086,30.5898661105817,29.65344183221288,30.27772468445876,2566362
215,2008-08-18,29.372516632080078,30.277725959209867,29.091590183479692,29.653443080680464,2963058
216,2008-08-19,28.826261520385742,29.49736459129511,28.2331916718936,29.325688538395543,2941144
217,2008-08-20,29.154010772705078,29.38811679373345,28.951117617707375,29.029152958050165,3319410
218,2008-08-21,28.841876983642578,29.32569664416143,28.49852054924994,29.02916057952931,4138486
219,2008-08-22,28.54534339904785,29.8407317714873,27.81181221361704,29.8407317714873,4139879
220,2008-08-25,28.85748863220215,29.2476654925076,28.654595394736344,29.2476654925076,2034227
221,2008-08-26,28.904306411743164,28.997949273171955,28.373666352773014,28.560949958785844,1489491
222,2008-08-27,28.32683753967285,29.26326171121467,28.170766844415883,29.060370654118323,4297168
223,2008-08-28,27.90545654296875,28.71702313861179,27.546492563010826,28.404881651784866,7382078
224,2008-08-29,29.06037139892578,29.16962173514342,28.280017902640736,28.40487361530861,2219080
225,2008-09-01,29.04464340209961,29.1704449794846,28.46280630771215,28.99746621091961,3417069
226,2008-09-02,30.57001304626465,30.695814682582345,28.997479795002484,29.249085200519705,5030404
227,2008-09-04,29.925264358520508,30.47565005678914,29.673659041307204,30.22404473957583,2813325
228,2008-09-05,29.26479148864746,29.595023230608838,28.934559746686084,29.563571775991406,3330688
229,2008-09-08,30.805879592895508,32.048178220708245,30.50709710135799,30.821603191076704,8377948
230,2008-09-09,30.91596221923828,31.167567572724167,30.208323362305016,30.805886343444165,3737279
231,2008-09-10,30.648632049560547,31.167566337594366,30.349849504390637,30.7587079209925,3847698
232,2008-09-11,29.83091163635254,30.507098916323972,29.595032055030266,30.507098916323972,2567354
233,2008-09-12,30.12969398498535,30.947410773580312,29.64220905843378,30.035341719704206,6093354
234,2008-09-15,28.226926803588867,29.484951111330208,27.37776082243963,29.02891772635014,6770268
235,2008-09-16,28.777313232421875,29.028918527490116,26.733023675923903,27.126156282942745,4654621
236,2008-09-17,28.038230895996094,29.18617748809679,27.676547544475184,29.18617748809679,4674190
237,2008-09-18,27.975326538085938,28.52571227153768,25.962488137472057,27.67654613793124,6603710
238,2008-09-19,29.673662185668945,29.830915258980404,28.30555959470672,28.635791475237045,9821730
239,2008-09-22,29.02891731262207,31.765121849267025,28.793037758282388,30.50709542657458,4162514
240,2008-09-23,28.68297004699707,29.327708152889215,28.148309959018793,28.68297004699707,6569683
241,2008-09-24,29.343441009521484,29.657947270875166,28.39992222546043,28.77732931250843,5730103
242,2008-09-25,28.431358337402344,29.547855388309944,27.755168961247712,29.422051672037,10926783
243,2008-09-26,27.975326538085938,28.588615204522856,27.487843737619375,28.588615204522856,4967945
244,2008-09-29,26.937454223632812,28.77731356608499,26.418517896622514,28.77731356608499,7859964
245,2008-09-30,26.984630584716797,27.991049692294347,25.47500085690996,25.47500085690996,6616439
246,2008-10-01,27.880979537963867,28.14830850167156,26.78020581446123,27.330593742653278,3743739
247,2008-10-03,28.274106979370117,28.62006242078829,27.51929103532117,28.022501664687137,4681406
248,2008-10-06,27.692285537719727,28.30557237394132,27.12617379163738,27.95961673619486,5560277
249,2008-10-07,28.60433578491211,29.217624386599518,27.67654321590949,27.67654321590949,9928258
250,2008-10-08,28.38418197631836,28.62006155175611,26.44996817800025,27.645093919675357,9985473
251,2008-10-10,28.21120262145996,28.855940541138228,26.119737948208048,28.274105546603952,9025179
252,2008-10-13,28.777313232421875,28.99746706577625,28.164026792048663,28.352731296570067,6805621
253,2008-10-14,28.085403442382812,29.846638573879204,27.865249584166044,28.93456954286527,5099383
254,2008-10-15,27.84952163696289,28.44708236644532,27.55074127222167,27.928148160993786,5495022
255,2008-10-16,26.780208587646484,27.45639820020733,26.26127420862588,27.45639820020733,6651066
256,2008-10-17,24.767364501953125,27.51929318009862,24.40568116738241,27.33059077904024,5586092
257,2008-10-20,25.0504207611084,26.04111642789551,24.264155374554196,24.86171834806421,7922965
258,2008-10-21,25.25484848022461,26.575773769103183,24.53148397137551,25.302023545481248,8047276
259,2008-10-22,23.87101936340332,25.191944602640447,23.635139780222367,25.003242215824326,5408099
260,2008-10-23,22.707351684570312,23.493617117828695,22.361394040784024,23.273463223092644,6641370
261,2008-10-24,19.766714096069336,22.32993803470389,19.499383049908452,22.015431925282176,9905588
262,2008-10-27,18.241357803344727,19.49938218524699,16.354321230491333,19.405029930028125,12878172
263,2008-10-29,20.647336959838867,21.952536797768307,18.87037570309454,20.75741284682767,13094201
264,2008-10-31,21.9682559967041,22.644445385054706,20.883210388514733,21.73237642392898,8097887
265,2008-11-03,22.64444351196289,23.24200419374542,21.858176201536242,23.210552733491266,4951148
266,2008-11-04,23.63513946533203,23.82384398251512,22.219861985102014,22.329937842724615,4515828
267,2008-11-05,22.770254135131836,24.783095069193603,22.329944181017556,24.783095069193603,6145587
268,2008-11-06,22.01542854309082,23.509334466218903,21.559395181065145,22.32993460419553,4896229
269,2008-11-07,23.7294921875,24.437130941439353,21.700926053235655,21.858179109666622,8250147
270,2008-11-10,24.264150619506836,24.814536282235657,23.729490688003597,24.46857872679659,3775177
271,2008-11-11,23.981103897094727,24.987523299961534,23.430718052868013,24.374236642970953,8900004
272,2008-11-12,22.97467613220215,24.50003162578359,22.69162148506878,24.50003162578359,5705390
273,2008-11-14,22.89605712890625,23.902478722533267,22.61300238874976,22.77025549614376,4038880
274,2008-11-17,23.83957290649414,24.625840481795013,21.700930476537195,24.625840481795013,5361538
275,2008-11-18,22.55009651184082,23.776669621102744,22.109786630219677,23.776669621102744,6392448
276,2008-11-19,21.999711990356445,23.352088912695994,21.716655165002727,22.644450048633818,5606729
277,2008-11-20,21.763830184936523,22.17268644794847,20.83603539441243,22.015433382826583,5080395
278,2008-11-21,23.14765739440918,23.871021954594628,21.071915983943335,21.62230173777641,8350092
279,2008-11-24,23.7294921875,24.106899096358102,22.550094264267745,23.839568047273026,5420119
280,2008-11-25,23.14765739440918,24.26415463590397,22.958954987109475,23.981099958513767,5453771
281,2008-11-26,23.666595458984375,24.028276697783838,22.723076958239925,23.399264363954202,5246053
282,2008-11-27,23.666595458984375,23.66659545898438,23.66659545898438,23.66659545898438,0
283,2008-11-28,23.289182662963867,23.74521823905143,22.36139004412017,22.958952946322682,8464961
284,2008-12-01,23.100481033325195,24.657285937630192,23.006128768513733,23.74521902117548,5733003
285,2008-12-02,22.89605712890625,23.147662527313003,22.1726924083175,22.92750860353776,5879324
286,2008-12-03,23.58796501159668,23.886745394117874,22.408567080949013,23.116205839337614,6430656
287,2008-12-04,24.720176696777344,24.845980376392884,20.91465324703283,20.91465324703283,4648185
288,2008-12-05,24.421401977539062,25.600799744701764,23.603685339153937,23.603685339153937,5338962
289,2008-12-08,24.484315872192383,25.286307209762388,23.430721249243657,25.081879007171693,11709287
290,2008-12-10,24.09117317199707,25.632254392458144,23.745217730336798,25.632254392458144,11172070
291,2008-12-11,23.823848724365234,24.51576187028512,23.446439614880326,24.51576187028512,9867592
292,2008-12-12,23.08475685119629,23.35208793064104,22.58154616031722,23.24200992548583,9847702
293,2008-12-15,23.462156295776367,23.981092554617668,23.273453946736417,23.871014584683884,5741641
294,2008-12-16,24.358501434326172,24.65728177842976,22.32993554814319,23.58796197862297,9183505
295,2008-12-17,24.327049255371094,25.003238575091576,23.682311395314173,25.003238575091576,8720755
296,2008-12-18,25.0504207611084,25.317751845689372,23.776670408314317,23.776670408314317,12640018
297,2008-12-19,26.26127052307129,26.57577668025006,25.01897162879143,25.78951128730314,10050607
298,2008-12-22,26.276987075805664,26.497140882328413,25.364918258953352,25.364918258953352,6524631
299,2008-12-23,25.742326736450195,26.528591904976043,25.553624375732454,26.10400999370055,5151765
300,2008-12-24,25.302021026611328,26.088286255155293,21.229165436448856,21.229165436448856,13318746
301,2008-12-26,25.349201202392578,26.68585236064045,24.688739556869507,26.68585236064045,5480531
302,2008-12-29,25.883865356445312,26.088293519638942,24.845994539188073,25.632259986673628,3418418
303,2008-12-30,25.836685180664062,26.261269326664824,24.87744101839363,25.82095944694528,4868199
304,2008-12-31,26.15118980407715,26.544322459798526,25.569354753338203,26.544322459798526,4396180
305,2009-01-02,26.528596878051758,26.968906734695597,26.025388355591737,26.968906734695597,3976548
306,2009-01-05,25.931026458740234,26.9688967168024,25.600794722145856,26.9688967168024,4505326
